epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,92394.4,0.6676,0.45238,0.90995,0.88421,0.78401,0.85684,0.69123,0.73419,0.55477,0.93067,0.000793,0.000793,0.000793
188,92901.1,0.65659,0.44392,0.91171,0.88729,0.78199,0.85848,0.69228,0.7344,0.55432,0.93074,0.0007435,0.0007435,0.0007435
189,93395.7,0.65743,0.43758,0.90577,0.89093,0.78108,0.85705,0.69356,0.73407,0.55397,0.93058,0.000694,0.000694,0.000694
190,93892.6,0.66216,0.44732,0.90533,0.89398,0.77914,0.85778,0.6931,0.73388,0.55121,0.93057,0.0006445,0.0006445,0.0006445
191,94348.3,0.65665,0.40298,0.90295,0.89663,0.77899,0.85967,0.69416,0.7343,0.55157,0.93063,0.000595,0.000595,0.000595
192,94833.6,0.65245,0.39759,0.90382,0.89778,0.77683,0.8597,0.69336,0.73458,0.55155,0.93068,0.0005455,0.0005455,0.0005455
193,95306.4,0.65469,0.39152,0.90391,0.89752,0.77701,0.85935,0.69369,0.73384,0.55044,0.9307,0.000496,0.000496,0.000496
194,95759.5,0.65057,0.39271,0.90242,0.89719,0.77768,0.85945,0.69365,0.73465,0.55009,0.93064,0.0004465,0.0004465,0.0004465
195,96224.4,0.6454,0.38646,0.89716,0.89579,0.77934,0.85943,0.69349,0.7343,0.54961,0.9307,0.000397,0.000397,0.000397
196,96686.8,0.63927,0.38049,0.89796,0.8951,0.78017,0.85956,0.69383,0.73429,0.5494,0.93077,0.0003475,0.0003475,0.0003475
197,97148.1,0.6423,0.38172,0.89959,0.89464,0.78072,0.85991,0.6925,0.73479,0.54936,0.93077,0.000298,0.000298,0.000298
198,97614.5,0.63825,0.37598,0.89427,0.89405,0.78159,0.8602,0.69174,0.73526,0.54942,0.9309,0.0002485,0.0002485,0.0002485
199,98058.7,0.63689,0.37536,0.89643,0.89397,0.78148,0.8601,0.69097,0.73487,0.54805,0.93091,0.000199,0.000199,0.000199
200,98553.5,0.64077,0.36962,0.89943,0.89382,0.78172,0.85986,0.69299,0.73491,0.54898,0.931,0.0001495,0.0001495,0.0001495
