epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,87438.7,0.75325,0.57511,0.93875,0.90452,0.78317,0.86339,0.70502,0.72563,0.57359,0.9318,0.0065152,0.0065152,0.0065152
178,87946.8,0.75458,0.56848,0.94771,0.91617,0.78582,0.87371,0.70643,0.7255,0.57422,0.93185,0.0064954,0.0064954,0.0064954
179,88516.5,0.75572,0.58518,0.94632,0.91619,0.78546,0.87382,0.70534,0.72545,0.57475,0.93177,0.0064756,0.0064756,0.0064756
180,89057.1,0.75346,0.56776,0.94143,0.91648,0.78593,0.87364,0.70457,0.72518,0.57446,0.9318,0.0064558,0.0064558,0.0064558
181,89578.8,0.75681,0.56821,0.93868,0.9126,0.78726,0.87364,0.70599,0.72475,0.57406,0.93173,0.006436,0.006436,0.006436
182,90140.4,0.75893,0.58243,0.94676,0.91166,0.79053,0.87365,0.70597,0.72474,0.5714,0.93163,0.0064162,0.0064162,0.0064162
183,90670,0.76059,0.56701,0.94426,0.91118,0.79083,0.87375,0.70704,0.72493,0.571,0.93162,0.0063964,0.0063964,0.0063964
184,91228.6,0.74865,0.56846,0.93573,0.91177,0.78977,0.87367,0.7053,0.72452,0.57106,0.93155,0.0063766,0.0063766,0.0063766
185,91792.4,0.75587,0.57138,0.94145,0.91161,0.78986,0.87317,0.70471,0.72446,0.57025,0.93142,0.0063568,0.0063568,0.0063568
186,92326.3,0.76789,0.58278,0.94588,0.91177,0.78929,0.87406,0.70536,0.72389,0.56921,0.93133,0.006337,0.006337,0.006337
187,92893.2,0.75592,0.57225,0.94259,0.91166,0.78949,0.87406,0.70545,0.72387,0.56999,0.93124,0.0063172,0.0063172,0.0063172
188,93434.1,0.74624,0.55381,0.94681,0.91105,0.7891,0.8741,0.70537,0.72327,0.56985,0.9311,0.0062974,0.0062974,0.0062974
189,93975.1,0.74533,0.55756,0.94059,0.91153,0.78696,0.87393,0.70542,0.72234,0.56876,0.93089,0.0062776,0.0062776,0.0062776
190,94531.6,0.7501,0.55812,0.9381,0.91294,0.78576,0.87415,0.70519,0.7224,0.5679,0.93092,0.0062578,0.0062578,0.0062578
191,95065.4,0.76126,0.56453,0.9426,0.91295,0.78552,0.87395,0.70425,0.72278,0.56853,0.93106,0.006238,0.006238,0.006238
192,95616,0.74301,0.55114,0.93895,0.91493,0.78574,0.87388,0.70389,0.72281,0.5686,0.93101,0.0062182,0.0062182,0.0062182
193,96152.4,0.75643,0.55342,0.94396,0.91529,0.78523,0.87403,0.70395,0.72291,0.5693,0.93096,0.0061984,0.0061984,0.0061984
194,96701,0.74988,0.54799,0.93725,0.9154,0.78421,0.87413,0.70309,0.72247,0.56855,0.9308,0.0061786,0.0061786,0.0061786
195,97269.2,0.75471,0.5565,0.94288,0.91509,0.78398,0.87414,0.70314,0.72218,0.56827,0.93074,0.0061588,0.0061588,0.0061588
196,97803.9,0.74889,0.55928,0.94481,0.91312,0.78406,0.87408,0.70342,0.72218,0.56868,0.93059,0.006139,0.006139,0.006139
197,98323.6,0.74664,0.55404,0.93799,0.92736,0.77178,0.87406,0.70334,0.72241,0.56843,0.93067,0.0061192,0.0061192,0.0061192
198,98835.1,0.751,0.55911,0.93756,0.90067,0.7784,0.86387,0.70253,0.72239,0.56733,0.93049,0.0060994,0.0060994,0.0060994
199,99376.1,0.74713,0.54713,0.93538,0.90198,0.77697,0.86392,0.70203,0.72236,0.56729,0.93044,0.0060796,0.0060796,0.0060796
200,99913.7,0.73969,0.55587,0.94157,0.91771,0.76622,0.86393,0.70256,0.72273,0.56678,0.93038,0.0060598,0.0060598,0.0060598
201,100457,0.7434,0.55194,0.94097,0.93533,0.76632,0.87401,0.70435,0.72228,0.56606,0.93039,0.00604,0.00604,0.00604
202,100982,0.75418,0.5493,0.94026,0.93424,0.76865,0.87418,0.7048,0.72163,0.56694,0.93033,0.0060202,0.0060202,0.0060202
203,101494,0.74505,0.55125,0.93523,0.92103,0.76568,0.86413,0.70378,0.72106,0.5653,0.93018,0.0060004,0.0060004,0.0060004
204,102040,0.74428,0.54699,0.94178,0.92159,0.7649,0.8641,0.70303,0.72108,0.56556,0.93007,0.0059806,0.0059806,0.0059806
205,102580,0.73543,0.548,0.93558,0.92256,0.76411,0.86415,0.70396,0.72109,0.56585,0.93006,0.0059608,0.0059608,0.0059608
206,103110,0.74363,0.55043,0.9393,0.83274,0.82756,0.86435,0.70477,0.72052,0.56606,0.93003,0.005941,0.005941,0.005941
207,103621,0.74857,0.56143,0.93979,0.92057,0.7656,0.86433,0.70422,0.72064,0.56541,0.93003,0.0059212,0.0059212,0.0059212
208,104142,0.73868,0.54736,0.93109,0.91952,0.76578,0.86442,0.70431,0.7204,0.56438,0.92997,0.0059014,0.0059014,0.0059014
209,104694,0.73755,0.55224,0.93132,0.91871,0.76681,0.86444,0.70434,0.72048,0.56414,0.93002,0.0058816,0.0058816,0.0058816
210,105239,0.7405,0.53623,0.93489,0.83242,0.82698,0.86461,0.70591,0.72031,0.5643,0.93003,0.0058618,0.0058618,0.0058618
211,105735,0.74118,0.53037,0.93362,0.8332,0.82677,0.86455,0.7049,0.72065,0.56498,0.92998,0.005842,0.005842,0.005842
212,106272,0.74073,0.53277,0.93573,0.83312,0.82677,0.86453,0.70362,0.72032,0.56485,0.92995,0.0058222,0.0058222,0.0058222
213,106807,0.74219,0.53629,0.93661,0.83376,0.82631,0.86461,0.70363,0.72047,0.56406,0.93005,0.0058024,0.0058024,0.0058024
214,107344,0.73239,0.5309,0.9353,0.83432,0.82591,0.86474,0.70307,0.72046,0.56365,0.9299,0.0057826,0.0057826,0.0057826
215,107837,0.73625,0.53332,0.93857,0.83406,0.82578,0.86479,0.70355,0.7207,0.56426,0.92988,0.0057628,0.0057628,0.0057628
216,108333,0.73856,0.53306,0.9347,0.83447,0.8257,0.86478,0.70372,0.72061,0.56364,0.92981,0.005743,0.005743,0.005743
217,108857,0.73667,0.52624,0.93893,0.83648,0.82532,0.86486,0.7038,0.72051,0.56365,0.92978,0.0057232,0.0057232,0.0057232
218,109375,0.72741,0.53909,0.9318,0.83685,0.82539,0.86498,0.70404,0.72068,0.56354,0.92976,0.0057034,0.0057034,0.0057034
219,109906,0.73381,0.52852,0.92786,0.92763,0.77489,0.87516,0.7053,0.72061,0.56259,0.92973,0.0056836,0.0056836,0.0056836
220,110423,0.73846,0.53128,0.93689,0.83718,0.82532,0.86504,0.70599,0.72123,0.56208,0.92977,0.0056638,0.0056638,0.0056638
221,110957,0.73273,0.52281,0.931,0.92721,0.77372,0.87289,0.70374,0.72122,0.56212,0.92972,0.005644,0.005644,0.005644
222,111483,0.73715,0.52109,0.93145,0.92866,0.77258,0.87259,0.70404,0.72106,0.5618,0.9297,0.0056242,0.0056242,0.0056242
223,112031,0.72256,0.53244,0.93283,0.84162,0.83239,0.87261,0.70528,0.72099,0.56038,0.92973,0.0056044,0.0056044,0.0056044
224,112558,0.72831,0.52354,0.93373,0.84203,0.83227,0.87272,0.70371,0.72076,0.56031,0.92963,0.0055846,0.0055846,0.0055846
225,113110,0.72953,0.52121,0.93369,0.84164,0.83264,0.87276,0.70392,0.72094,0.55999,0.92966,0.0055648,0.0055648,0.0055648
226,113662,0.72608,0.52214,0.93402,0.84434,0.83249,0.87288,0.70361,0.72077,0.56134,0.92953,0.005545,0.005545,0.005545
227,114198,0.72113,0.52689,0.92611,0.84771,0.8331,0.87299,0.70496,0.72055,0.55974,0.92944,0.0055252,0.0055252,0.0055252
228,114756,0.72731,0.52681,0.93483,0.84926,0.83282,0.87307,0.70472,0.72026,0.56067,0.92941,0.0055054,0.0055054,0.0055054
229,115274,0.72661,0.51736,0.93303,0.85028,0.8334,0.87321,0.70509,0.72026,0.56058,0.92934,0.0054856,0.0054856,0.0054856
230,115817,0.7294,0.52685,0.93075,0.85012,0.83336,0.87155,0.7037,0.71975,0.55984,0.92923,0.0054658,0.0054658,0.0054658
231,116320,0.71758,0.5148,0.93304,0.85131,0.83307,0.87167,0.70312,0.71961,0.55972,0.92916,0.005446,0.005446,0.005446
232,116852,0.72027,0.51273,0.93147,0.85195,0.83283,0.87171,0.70373,0.71931,0.55986,0.92909,0.0054262,0.0054262,0.0054262
233,117476,0.72183,0.51172,0.93261,0.85259,0.8326,0.87168,0.70233,0.71971,0.55961,0.92912,0.0054064,0.0054064,0.0054064
