epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,35720.1,0.61325,0.36581,0.95066,0.91511,0.85131,0.88458,0.70935,0.84262,0.56279,1.05008,3.18825e-05,3.18825e-05,3.18825e-05
183,35916.4,0.61,0.3565,0.94665,0.91743,0.85049,0.88387,0.70869,0.84298,0.56296,1.05032,2.96546e-05,2.96546e-05,2.96546e-05
184,36112.5,0.60194,0.3518,0.94389,0.92104,0.8478,0.88386,0.70882,0.8432,0.56312,1.05052,2.75441e-05,2.75441e-05,2.75441e-05
185,36308.9,0.60618,0.35372,0.94215,0.92274,0.84678,0.88437,0.70926,0.84304,0.56329,1.05043,2.55513e-05,2.55513e-05,2.55513e-05
186,36504.8,0.60424,0.35516,0.94535,0.92169,0.84765,0.88375,0.70873,0.84309,0.56358,1.05047,2.36769e-05,2.36769e-05,2.36769e-05
187,36700.9,0.60792,0.35849,0.94649,0.92493,0.84507,0.88429,0.70897,0.8432,0.56381,1.05055,2.19212e-05,2.19212e-05,2.19212e-05
188,36897.1,0.60481,0.35254,0.94166,0.92655,0.84337,0.88434,0.70949,0.84287,0.5634,1.05044,2.02847e-05,2.02847e-05,2.02847e-05
189,37093.2,0.60352,0.35117,0.94401,0.92584,0.84395,0.88444,0.70994,0.84288,0.56385,1.05049,1.87678e-05,1.87678e-05,1.87678e-05
190,37289.4,0.59818,0.3491,0.94148,0.9266,0.84385,0.88433,0.70964,0.84251,0.56477,1.05034,1.73709e-05,1.73709e-05,1.73709e-05
191,37485.4,0.5983,0.35234,0.94348,0.92656,0.84413,0.88426,0.70989,0.84236,0.56411,1.05034,1.60943e-05,1.60943e-05,1.60943e-05
192,37681.7,0.60212,0.35294,0.94573,0.92653,0.84401,0.88366,0.70927,0.84238,0.56445,1.05043,1.49383e-05,1.49383e-05,1.49383e-05
193,37877.9,0.6,0.35458,0.94005,0.9259,0.84447,0.88435,0.71016,0.84233,0.56471,1.05027,1.39032e-05,1.39032e-05,1.39032e-05
194,38074,0.60211,0.35315,0.94324,0.92604,0.84431,0.88453,0.70995,0.84209,0.56469,1.05027,1.29893e-05,1.29893e-05,1.29893e-05
195,38269.8,0.59912,0.35258,0.94184,0.92496,0.8451,0.8846,0.71014,0.84222,0.56455,1.0503,1.21968e-05,1.21968e-05,1.21968e-05
196,38465.8,0.59808,0.34937,0.94291,0.92441,0.84549,0.88453,0.71204,0.84231,0.5654,1.05022,1.15259e-05,1.15259e-05,1.15259e-05
197,38661.8,0.59612,0.34899,0.93997,0.92407,0.84558,0.88459,0.71188,0.84229,0.56452,1.05031,1.09768e-05,1.09768e-05,1.09768e-05
198,38858.2,0.59303,0.35117,0.9411,0.92406,0.84556,0.88373,0.70922,0.8419,0.56482,1.05024,1.05495e-05,1.05495e-05,1.05495e-05
199,39054.3,0.59636,0.35273,0.94094,0.9257,0.84431,0.88371,0.71126,0.84191,0.5646,1.05024,1.02443e-05,1.02443e-05,1.02443e-05
200,39250.5,0.59062,0.34618,0.93719,0.92414,0.8454,0.88357,0.71147,0.84207,0.5645,1.0502,1.00611e-05,1.00611e-05,1.00611e-05
